"Fire","Patch","Elevation","Nearby_Easting","Nearby_Northing","Sdlg","Species","Slope.Deg","Aspect.deg","Ht.cm","BasDia.cm","LastYearGrth.cm","HTLCB","Dia_at_2016_growth","Dia_at_2015_growth","Ht2015.meas2016","Note1","Note2","Note3_Light","DataSheet1","Light_File","DIFN","FirePatch","return","Date1","Date2","personel2","personel1","Time1","Time2","Photo","DataSheet2","ShrubSpp03","Cov1","Ht1","Cov1.2","Ht1.2","Cov1.3","Ht1.3","DIFN.all","ref","Date","LAI.53","DIFN.53","Years"
"FRDS","N",1805,0,0,"133","PIPO",21,130,93,2.79,13.36,20,NA,NA,NA,"","","","Data_Sheet_FRDS_N_JUN29",105,0.618,"FRDS-N","0",2016-06-29,9999-09-09,"0","CT vf",06:16:00,01:00:00,"1","NA","CECO",140,54.2857142857143,370,62.1621621621622,830,65.3012048192771,0.618,0,"20160629 06:14:27",0.48,0.745,12
"FRDS","N",1805,0,0,"134","CADE",21,130,48,1.4,0,10,NA,NA,NA,"","","","Data_Sheet_FRDS_N_JUN29",104,0.429,"FRDS-N","0",2016-06-29,9999-09-09,"0","CT vf",06:16:00,01:00:00,"1","NA","CECO",340,42.0588235294118,740,62.5675675675676,1010,73.2673267326733,0.429,0,"20160629 06:10:26",1.13,0.476,12
"FRDS","N",1805,738851,4298772,"125F","PILA",18,310,69,1.86,6.18,15,NA,NA,NA,"in an old skid trail","","","Data_Sheet_FRDS_JUN_28_2",100,0.138,"FRDS-N","0",2016-06-28,9999-09-09,"0","CT vf ",11:33:00,01:00:00,"1","NA","CHSE",230,58.2608695652174,370,52.7027027027027,560,56.9642857142857,0.138,0,"20160629 05:41:45",3.06,0.132,12
"FRDS","SE",1316,738851,4298772,"140","PIPO",8,270,70,1.25,8.18,30,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",148,0.396,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",440,53.6363636363636,750,48.2666666666667,1090,51.2844036697248,0.396,0,"20160708 05:12:45",1.23,0.449,12
"FRDS","SE",1316,738851,4298772,"141","PIPO",8,270,110,3.82,14.95,20,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",149,0.632,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",100,37,330,63.9393939393939,690,49.5652173913044,0.632,0,"20160708 05:19:41",0.62,0.672,12
"FRDS","SE",1316,738851,4298772,"142","PIPO",8,270,145,4.05,9.54,20,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",150,0.689,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",260,54.2307692307692,640,82.96875,980,91.734693877551,0.689,0,"20160708 05:21:49",0.47,0.744,12
"FRDS","SE",1316,738851,4298772,"143","PIPO",15,210,35,0.77,2.55,20,NA,NA,NA,"oak sapling under 3 m and log right by sapling, which affected S measurements","","","Data_Sheet_FRDS_SE_JUL_1",151,0.205,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",370,134.864864864865,910,107.802197802198,1220,94.7540983606557,0.205,0,"20160708 05:24:25",2.21,0.231,12
"STAR","NW",NA,0,0,"156","CADE",19,112,107,2.9,0,20,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",127,0.248,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",400,105,740,105.135135135135,1110,103.783783783784,0.248,0,"20160706 05:11:57",1.98,0.277,14
"STAR","NW",NA,0,0,"157","CADE",19,112,106,3.1,0,40,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",128,0.394,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",400,75,880,71.9318181818182,1180,82.4576271186441,0.394,0,"20160706 05:25:33",1.35,0.413,14
"STAR","NW",NA,0,0,"158","CADE",19,112,123,4.1,0,5,NA,NA,NA,"tree is forked at 30 cm","","","Data_Sheet_STAR_JUL_5_2016",129,0.159,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",240,111.666666666667,540,105.925925925926,800,104.75,0.159,0,"20160706 05:29:07",2.68,0.174,14
"STAR","NW",NA,0,0,"159","PIPO",19,112,118,2.45,10.37,70,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",130,0.164,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",430,95.5813953488372,810,95.1851851851852,1070,96.9158878504673,0.164,0,"20160706 05:32:12",2.68,0.175,14
"STAR","NW",NA,0,0,"160","CADE",19,112,56,1,0,10,NA,NA,NA,"sample lost, could not get ring data","","","Data_Sheet_STAR_JUL_5_2016",131,0.283,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",400,92.5,850,89.5294117647059,1190,91.8487394957983,0.283,0,"20160706 05:37:39",1.72,0.327,14
"STAR","NW",NA,0,0,"161","PIPO",15,108,81,1.45,11.75,5,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",132,0.09,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",550,87.8181818181818,900,91.2222222222222,1220,96.0655737704918,0.09,0,"20160706 05:59:03",3.51,0.1,14
"STAR","NW",NA,0,0,"162","ABCO",12,132,44,1.6,2.7,5,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",134,0.56,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",180,75.5555555555556,360,72.7777777777778,740,83.2432432432432,0.56,0,"20160706 06:08:38",0.7,0.655,14
"STAR","NW",NA,0,0,"163","ABCO",12,132,61,2.32,6.7,20,NA,NA,NA,"77 cm tall CECO also shading both 163 and 164","","","Data_Sheet_STAR_JUL_5_2016",135,0.242,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",430,70.2325581395349,750,70.4,1110,78.018018018018,0.242,0,"20160706 06:11:47",2.08,0.285,14
"STAR","NW",NA,0,0,"164","ABCO",12,132,60,2.4,5.09,20,NA,NA,NA,"same shrub transect as 163","discard last S measurement, might not have saved b/c full RAM","","Data_Sheet_STAR_JUL_5_2016",0,0,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",430,70.2325581395349,750,70.4,1110,78.018018018018,0,0,NA,NA,NA,14
"STAR","NW",NA,0,0,"165","PILA",13,136,133,3.53,15.65,20,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",0,0,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",210,100,540,105.555555555556,880,107.159090909091,0,0,NA,NA,NA,14
"STAR","NW",NA,0,0,"166","ABCO",19,130,46,0.75,3.95,5,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",0,0,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","PREM",490,142.244897959184,1010,127.425742574257,1410,124.893617021277,0,0,NA,NA,NA,14
"STAR","NW",NA,0,0,"167","PIPO",19,130,134,6.4,26.36,0,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",0,0,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","PREM",380,135,710,129.859154929577,1070,130.467289719626,0,0,NA,NA,NA,14
"STAR","NW",NA,0,0,"168","PIPO",11,111,186,3.3,15.65,20,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",0,0,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",400,155,800,142.5,1200,140,0,0,NA,NA,NA,14
"STAR","NW",NA,0,0,"169","PIPO",14,120,66,2.46,6,50,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",0,0,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",390,119.487179487179,820,117.926829268293,1190,122.857142857143,0,0,NA,NA,NA,14
"STAR","NW",NA,0,0,"170","ABCO",17,182,64,1.46,2.31,30,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",137,0.127,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CEIN",390,170.512820512821,720,167.222222222222,1090,160.917431192661,0.127,0,"20160706 07:04:32",3.01,0.148,14
"STAR","NW",NA,0,0,"171","PIPO",17,182,119,6.75,15.66,20,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",136,0.236,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CEIN",290,145.862068965517,630,145.238095238095,900,147.777777777778,0.236,0,"20160706 07:01:05",2.01,0.265,14
"STAR","NW",NA,0,0,"172","ABCO",17,182,44,1.2,3.74,5,NA,NA,NA,"same shrub transect as 171","","","Data_Sheet_STAR_JUL_5_2016",138,0.096,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CEIN",290,145.862068965517,630,145.238095238095,900,147.777777777778,0.096,0,"20160706 07:08:30",3.34,0.116,14
"STAR","NW",NA,0,0,"173","CADE",17,182,51,1.83,0,15,NA,NA,NA,"dead CECO","","","Data_Sheet_STAR_JUL_5_2016",139,0.25,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",310,46.1290322580645,710,72.5352112676056,990,81.7171717171717,0.25,0,"20160706 07:12:48",2.02,0.29,14
"STAR","NW",NA,0,0,"174","PILA",15,196,81,1.45,10.78,20,NA,NA,NA,"","","","Data_Sheet_STAR_JUL_5_2016",0,0,"STAR-NW","0",2016-07-05,9999-09-09,"0","vf hh",09:44:00,01:00:00,"1","NA","CECO",450,76.8888888888889,880,86.5909090909091,1270,91.7322834645669,0,0,NA,NA,NA,14
"STAR","mid",NA,0,0,"175","CADE",12,100,148,2.24,0,40,NA,NA,NA,"","","","Data_Sheet_STAR_MID_JUL_6_2016(1)",0,0,"STAR-mid","0",2016-07-06,9999-09-09,"0","vf hh",08:30:00,01:00:00,"1","NA","CEIN",370,214.864864864865,730,221.506849315069,1170,205.470085470085,0,0,NA,NA,NA,14
"STAR","mid",NA,0,0,"176","PIPO",0,176,98,3.02,5.61,60,NA,NA,NA,"branch not apical measured for growth! total length 120 cm","cein above 190 cm","","Data_Sheet_STAR_MID_JUL_6_2016(1)",0,0,"STAR-mid","0",2016-07-06,9999-09-09,"0","vf hh",08:30:00,01:00:00,"1","NA","CECO",660,128.181818181818,1210,129.834710743802,1710,134.561403508772,0,0,NA,NA,NA,14
"STAR","mid",NA,0,0,"177","PSME",9,184,221,3.7,22.16,80,NA,NA,NA,"","none above","","Data_Sheet_STAR_MID_JUL_6_2016(1)",0,0,"STAR-mid","0",2016-07-06,9999-09-09,"0","vf hh",08:30:00,01:00:00,"1","NA","CECO",380,126.315789473684,750,127.466666666667,1150,128.347826086957,0,0,NA,NA,NA,14
"STAR","mid",NA,0,0,"178","PILA",14,194,185,5.27,22.16,40,NA,NA,NA,"","none above","","Data_Sheet_STAR_MID_JUL_6_2016(1)",0,0,"STAR-mid","0",2016-07-06,9999-09-09,"0","vf hh",08:30:00,01:00:00,"1","NA","CECO",300,120,620,125.322580645161,890,134.38202247191,0,0,NA,NA,NA,14
"STAR","S",NA,0,0,"179","ABCO",7,31,56,0.85,5.7,15,0.41,0.58,36,"diameter below nodes","","","Data_Sheet_STAR_S_JUL_6_2016(1)",141,0.259,"STAR-S","0",2016-07-06,9999-09-09,"0","vf hh",13:50:00,01:00:00,"1","NA","CECO",480,134.375,950,127.473684210526,1350,137.481481481481,0.259,0,"20160707 05:20:19",1.9,0.28,14
"STAR","S",NA,0,0,"180","PIPO",7,31,192,4.9,11.62,50,1.59,2,157,"north up measurements held at 340 cm,, south held normal","","","Data_Sheet_STAR_S_JUL_6_2016(1)",142,0.121,"STAR-S","0",2016-07-06,9999-09-09,"0","vf hh",13:50:00,01:00:00,"1","NA","CECO",560,115.178571428571,950,134.105263157895,1320,139.545454545455,0.121,0,"20160707 05:26:27",3.15,0.124,14
"STAR","S",NA,0,0,"181","PILA",7,51,95,2.18,7.61,45,0.76,0.77,79,"lrg sweep. total length 128","","","Data_Sheet_STAR_S_JUL_6_2016(1)",0,0,"STAR-S","0",2016-07-06,9999-09-09,"0","vf hh",13:50:00,01:00:00,"1","NA","CECO",350,124.285714285714,570,126.140350877193,830,144.457831325301,0,0,NA,NA,NA,14
"STAR","S",1634,0,0,"182","ABCO",11,56,66,1.47,6.75,25,0.4,0.75,50,"ABCO with ARPA above","same shrubs as 189","","Data_Sheet_STAR_S_JUL_7_2016",143,0.192,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","CECO",640,127.96875,1220,123.196721311475,1610,124.658385093168,0.192,0,"20160707 05:38:28",2.38,0.223,14
"STAR","S",1634,0,0,"183","PILA",9,27,222,4.54,19.02,80,0.94,1.8,188,"spp:PILA, none above","south held at 250 cm, north normal","","Data_Sheet_STAR_S_JUL_7_2016",144,0.401,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","willow",210,217.142857142857,440,227.045454545455,610,223.27868852459,0.401,0,"20160707 05:44:22",1.22,0.446,14
"STAR","S",1634,0,0,"184","PSME",9,27,117,2.55,19.3,50,0.8,1.21,105,"125 total ht, broken top due to hu!an disturbance, forked at 80. prem immed above","spp: Psme","one east and one west instead of 2 north measurements, held at 3.5 m; south normal","Data_Sheet_STAR_S_JUL_7_2016",145,0.395,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","willow",330,246.969696969697,480,211.666666666667,610,188.852459016393,0.395,0,"20160707 05:55:06",1.23,0.472,14
"STAR","S",1634,0,0,"185","ABCO",9,27,125,2.89,10.49,20,0.64,0.98,104,"ABCO. PREM above","same shrubs as 186","","Data_Sheet_STAR_S_JUL_7_2016",146,0.094,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","willow",310,154.838709677419,600,158.833333333333,820,160.487804878049,0.094,0,"20160707 06:03:56",3.39,0.103,14
"STAR","S",1634,0,0,"186","ABCO",9,27,135,2.65,12.69,10,0.74,0.98,105,"ABCO  with PREM above","same shrubs as 185","","Data_Sheet_STAR_S_JUL_7_2016",147,0.063,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","willow",310,154.838709677419,600,158.833333333333,820,160.487804878049,0.063,0,"20160707 06:07:09",4.05,0.067,14
"STAR","S",1634,0,0,"187","PSME",19,31,61,2.01,6.99,10,0.47,0.81,42,"PSME. no shrubs above ","","","Data_Sheet_STAR_S_JUL_7_2016",0,0,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","willow",260,115.384615384615,560,139.464285714286,910,143.516483516484,0,0,NA,NA,NA,14
"STAR","S",1634,0,0,"188","PSME",19,31,226,3.79,18.59,75,1.1,1.59,170,"PSME with PREM above","","","Data_Sheet_STAR_S_JUL_7_2016",0,0,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","CONU",540,176.481481481481,1000,175.1,1360,177.647058823529,0,0,NA,NA,NA,14
"STAR","S",1634,0,0,"189","ABCO",11,56,65,1.54,5.87,15,0.55,0.72,51,"ABCO with ARPA above","same shrubs as 182","","Data_Sheet_STAR_S_JUL_7_2016",0,0,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","CECO",640,127.96875,1220,123.196721311475,1610,124.658385093168,0,0,NA,NA,NA,14
"STAR","S",1634,0,0,"190","PILA",19,31,235,6.54,32.67,40,1.69,2.71,150,"PILA with none above","","","Data_Sheet_STAR_S_JUL_7_2016",0,0,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","willow",170,233.529411764706,470,185.531914893617,840,177.857142857143,0,0,NA,NA,NA,14
"STAR","S",1634,0,0,"191","PSME",10,36,97,2.7,8.96,20,0.68,1.04,65,"PSME with no shrubs above","65 cm height to 2015 d","","Data_Sheet_STAR_S_JUL_7_2016",0,0,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","CECO",210,84.7619047619048,610,91.8032786885246,980,91.530612244898,0,0,NA,NA,NA,14
"STAR","S",1634,0,0,"192","CADE",15,73,102,2.65,0,15,NA,NA,NA,"CADE with CECO above","","","Data_Sheet_STAR_S_JUL_7_2016",0,0,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","CECO",450,123.111111111111,950,125.263157894737,1270,131.496062992126,0,0,NA,NA,NA,14
"STAR","S",1634,0,0,"193","CADE",10,36,100,2.96,0,20,NA,NA,NA,"CADE with CECO above","","","Data_Sheet_STAR_S_JUL_7_2016",0,0,"STAR-S","0",2016-07-07,9999-09-09,"0","vf hh",06:15:00,01:00:00,"1","NA","CECO",250,87.6,630,84.4444444444444,900,82.3333333333333,0,0,NA,NA,NA,14
"FRDS","SE",1316,738851,4298772,"144","PIPO",13,224,45,0.85,5.7,5,NA,NA,NA,"3.5cm diameter fuel above seedling","","","Data_Sheet_FRDS_SE_JUL_1",152,0.187,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",270,38.1481481481481,550,67.4545454545455,930,73.6559139784946,0.187,0,"20160708 05:29:59",2.4,0.219,12
"FRDS","SE",1316,738851,4298772,"145","PIPO",18,224,90,3.16,6.53,40,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",153,0.351,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",270,54.4444444444444,420,67.3809523809524,560,70.8928571428571,0.351,0,"20160708 05:33:15",1.53,0.367,12
"FRDS","SE",1316,738851,4298772,"146","CADE",18,224,31,0.71,0,5,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",154,0.203,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",360,64.4444444444444,430,60.4651162790698,440,60.4545454545455,0.203,0,"20160708 05:36:22",2.28,0.239,12
"FRDS","SE",1316,738851,4298772,"147","PIPO",15,180,51,1.42,7.7,30,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",155,0.615,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",280,69.2857142857143,570,51.5789473684211,880,41.1363636363636,0.615,0,"20160708 05:43:07",0.76,0.605,12
"FRDS","SE",1316,738851,4298772,"148","PIPO",15,180,19,0.48,4.6,5,NA,NA,NA,"pin flag was found on ground, so measured at best guess","","","Data_Sheet_FRDS_SE_JUL_1",156,0.771,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",190,20,460,24.3478260869565,780,25.6410256410256,0.771,0,"20160708 05:48:12",0.33,0.811,12
"FRDS","SE",1316,738851,4298772,"149","PIPO",20,170,37,0.9,6.8,15,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",157,0.468,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",260,26.1538461538462,610,31.9672131147541,890,30,0.468,0,"20160708 05:51:33",1.06,0.492,12
"FRDS","SE",1316,738851,4298772,"150","PIPO",20,170,38,0.65,5.36,25,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",158,0.27,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",250,28,600,30.6666666666667,940,39.3617021276596,0.27,0,"20160708 05:53:41",1.82,0.3,12
"FRDS","SE",1316,738851,4298772,"151","CADE",23,140,102,2.1,0,20,NA,NA,NA,"","","","Data_Sheet_FRDS_SE_JUL_1",159,0.346,"FRDS-SE","0",2016-07-01,9999-09-09,"0","CT vf",08:09:00,01:00:00,"0","NA","CHFO",400,66,650,62.3076923076923,950,56.7368421052632,0.346,0,"20160708 06:00:00",1.52,0.366,12
"AMRC","2",1672,0,0,"202","ABCO",19,265,61,1.38,4.57,10,0.48,0.7,48,"same shrubs as 203","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",169,0.291,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",380,77.3684210526316,750,83.8666666666667,1150,86.9565217391304,0.291,0,"20160719 05:39:32",1.65,0.333,8
"AMRC","2",1672,0,0,"203","ABCO",19,265,39,1.29,5.31,13,0.5,0.76,21,"same shrubs as 202","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",170,0.167,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",380,77.3684210526316,750,83.8666666666667,1150,86.9565217391304,0.167,0,"20160719 05:43:00",2.5,0.187,8
"AMRC","2",1672,0,0,"204","ABCO",24,0,39,1.1,3.54,10,0.4,0.57,30,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",171,0.117,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",430,99.5348837209302,790,103.924050632911,1180,102.203389830508,0.117,0,"20160719 05:46:54",3.17,0.137,8
"AMRC","2",1672,0,0,"205","PIPO",16,273,56,1.58,8.69,20,0.99,1.05,30,"same shrubs as 206","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",172,0.129,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",380,72.8947368421053,720,74.8611111111111,1120,78.4821428571429,0.129,0,"20160719 05:51:37",2.9,0.15,8
"AMRC","2",1672,0,0,"206","ABCO",16,273,27,0.74,5.96,1,0.4,0.52,19,"same shrubs as 205","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",173,0.199,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",380,72.8947368421053,720,74.8611111111111,1120,78.4821428571429,0.199,0,"20160719 05:54:44",2.25,0.235,8
"AMRC","2",1672,0,0,"207","PIPO",17,268,77,2.28,14.37,24,1.13,1.49,50,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",174,0.601,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",300,63.6666666666667,690,70.4347826086957,1070,74.018691588785,0.601,0,"20160719 05:58:44",0.65,0.663,8
"AMRC","2",1672,0,0,"208","ABCO",17,268,45,0.92,4.51,2,0.39,0.59,32,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",175,0.348,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",300,63.6666666666667,690,70.4347826086957,1070,74.018691588785,0.348,0,"20160719 06:00:52",1.37,0.412,8
"AMRC","2",1672,0,0,"209","PIPO",17,268,100,2.98,13.61,12,1.57,1.78,71,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",176,0.535,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",260,64.6153846153846,480,62.2916666666667,840,68.5714285714286,0.535,0,"20160719 06:04:32",0.9,0.638,8
"AMRC","2",1672,0,0,"210","ABCO",17,268,40,1.02,4.26,5,0.37,0.53,30,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",177,0.277,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",280,40.7142857142857,550,42.3636363636364,850,50.3529411764706,0.277,0,"20160719 06:06:54",2.04,0.316,8
"AMRC","2",1672,0,0,"211","PIPO",18,257,77,2,13.07,22,1.1,1.55,48,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",178,0.506,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",400,65,750,68.9333333333333,1150,69.304347826087,0.506,0,"20160719 06:10:55",0.91,0.57,8
"AMRC","2",1672,0,0,"212","ABCO",15,278,35,1.39,3.3,2,0.5,0.7,25,"same shrubs as 213","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",179,0.446,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",300,73.3333333333333,650,80.6153846153846,1030,81.747572815534,0.446,0,"20160719 06:13:56",1.17,0.464,8
"AMRC","2",1672,0,0,"213","ABCO",15,278,38,1.37,6.77,2,0.64,0.88,21,"same shrubs as 212","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",180,0.255,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",300,73.3333333333333,650,80.6153846153846,1030,81.747572815534,0.255,0,"20160719 06:16:27",2.04,0.255,8
"AMRC","2",1672,0,0,"214","PIPO",16,284,72,1.59,14.76,20,1.16,1.21,41,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",181,0.548,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",370,62.4324324324324,740,70.8108108108108,1140,75,0.548,0,"20160719 06:18:59",0.81,0.594,8
"AMRC","2",1672,0,0,"215","PIPO",15,272,78,2.64,12.02,20,1.29,1.81,44,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",182,0.188,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",440,72.0454545454545,810,85.4320987654321,1130,89.4690265486726,0.188,0,"20160719 06:21:38",2.62,0.181,8
"AMRC","2",1672,0,0,"216","ABCO",19,287,51,1.46,6.68,5,0.59,0.79,39,"same shrubs as 217","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",183,0.358,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",350,59.4285714285714,690,63.3333333333333,1000,67.3,0.358,0,"20160719 06:24:36",1.41,0.415,8
"AMRC","2",1672,0,0,"217","ABCO",19,287,73,1.5,13.33,15,0.86,1.11,42,"same shrubs as 216","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",184,0.347,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",350,59.4285714285714,690,63.3333333333333,1000,67.3,0.347,0,"20160719 06:27:16",1.53,0.376,8
"AMRC","2",1672,0,0,"218","ABCO",22,277,64,1.99,7.6,3,0.74,1.05,38,"","","","Data_Sheet_AMRC_2_JUL_18_2016(4)",185,0.185,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",360,87.2222222222222,560,91.7857142857143,930,89.3548387096774,0.185,0,"20160719 06:30:49",2.54,0.203,8
